uid,did,type,area
43f3b86d37a929ea528989183772011b,bfdb7c125813d2847350668833d11ce0,Z4A1,南卧灯
20326ba2f1269172510d3744cb24c94e,810fb16395bd820c9865e19bfa763648,Z4A1,过道灯
06a3f972b78f7bfcb7681bfd149677e9,9a61b7aa2f69a87d5f9b1bd1c4226040,Z4A4,一楼门厅中四键开关
20326ba2f1269172510d3744cb24c94e,a8017ff67f14b534b9da5851b4f01bb1,Z4A2,次卫
06a3f972b78f7bfcb7681bfd149677e9,ba1e2bfd63b13a3965dbc0c5eb9b89bb,Z4A4,一楼门厅南四键开关
20326ba2f1269172510d3744cb24c94e,8f5e15717a6e3dc80875c89f4cd5b6a9,Z4A1,次卧筒灯
06a3f972b78f7bfcb7681bfd149677e9,edd215577886621556a01b41471ee97b,Z5A2,一楼门厅南窗帘
20326ba2f1269172510d3744cb24c94e,d1240beda68ca91866d6d00ae5b76847,Z4A3,儿童房
06a3f972b78f7bfcb7681bfd149677e9,5018add17bb86536982672a480b2165f,Z4A4,一楼门厅北四键开关
4ee8e9d6e36b3561efb42cc5e3b1d39e,40d89632c447abd7494b2ee61f5fa790,Z4A2,客厅1
35cc9f9810e3bfedc0bf59d1e5dd7a99,d3500d48f27851b702546af4c1096584,S4A4,平开帘
5a7469f768a3ea2ec0420965676e16ff,cb416e440267f038ef75dec01d5d9d3e,WZA1,Zigbee网关
4ee8e9d6e36b3561efb42cc5e3b1d39e,a1e3b5ae84cf8f49ec9caab56303a36c,Z4A1,老人房副开
912fd5dd7445a1106c998152f61296d6,0cfe0145266a8a223cba9e52e78338d4,WBA1,语音管家
20326ba2f1269172510d3744cb24c94e,f91b51735d8b6b0bd7b1ba0456d4c4aa,Z4A1,玄关灯
20326ba2f1269172510d3744cb24c94e,d974ab1757bb7a269264782c013936b6,Z4A3,主卧床头
20326ba2f1269172510d3744cb24c94e,fc97c06d85d76c7099b6db8c0de73dd8,Z4A3,餐厅
20326ba2f1269172510d3744cb24c94e,42adbd3d4c67d5abaa8ebafb9acc0b20,S4A4,布帘
20326ba2f1269172510d3744cb24c94e,050e4cf2c0bd97eac4733aef88222085,S4A4,纱帘
d00c0830f4339b846b561806f80a9ea6,ebf2b4ba4b63d84e99c744fc32d1a64a,Z4A1,走廊灯
de380bea392a72404d4e6d3c12f78afc,38bc0c591331d77b0f7e9127dbed12fc,Z4A1,厨房灯
20326ba2f1269172510d3744cb24c94e,a7b1468912993df3b7d1c4a4ad8f2ce8,Z4A3,客厅
06a3f972b78f7bfcb7681bfd149677e9,033faffe89b1ad019e9e4d13a23db1f1,Z4A4,一楼客厅中四键开关
289b0f979b196efa30eff3de86ded338,f2003c2ed6bbb0257b6d031949ea474f,Z4A1,一键开关
30555cca2fcecfa80327100c6e6a9089,790d338c5cc883e8a3313747a594badb,Z4A2,厨房灯
06a3f972b78f7bfcb7681bfd149677e9,fae61c18c2cf36b6b2ea06df99bc9348,Z4A4,一楼客厅左四键开关
84b8208cdc5bec6654d820c231a0bfb6,68963a4acbeeecea3950b3629cd67eb7,Z4A2,餐厅遥控开关
06a3f972b78f7bfcb7681bfd149677e9,8deaa57b8d27bace542cf3558101a780,Z4A2,一楼卫生间门外二键开关
4281cc8d23565d574fe543512acb15a8,26cd6ea51afbdffacd1a88d6303338c3,Z4A2,厨房
84507fa327e3ec0afb5fd5d9c61d9efc,61c73cd42635c4a1e3cd62dac0e55f82,S4A3,卷帘
485ad323c9e0bb77c6361e6adce05345,4003edce347655269aeae2a068653872,WAA5,德式驰骋智控屏
dbdd9c5291f734ed02512502adcc5a77,7ec168878fe2b85682807dfcc849c5a6,Z7A4,门磁传感器
84b8208cdc5bec6654d820c231a0bfb6,adaf1dc77d2bea6ed80d9b7cf6b52f4e,Z4A2,客厅灯
84b8208cdc5bec6654d820c231a0bfb6,e63040cbd73029fd2e62826349ce1410,Z4A2,餐厅2
06a3f972b78f7bfcb7681bfd149677e9,582dd7c2d238cdc83c1411c7f53c3e18,Z4A3,一楼客厅右三键开关
4983aacca72670d05a152c79d6c00ea6,3d6b578b4b96a495366ca2656d03179e,Z4A1,公卫灯
84b8208cdc5bec6654d820c231a0bfb6,4d0a78a3ec880ec8b759ef94cd61c4ea,Z4A2,餐厅1
06a3f972b78f7bfcb7681bfd149677e9,eb62a91931de51619605d0b7f3ace6fc,WZA1,Zigbee网关
2501dcca9a1341878224a283a10175f6,317cf7d5ee22e9b45d3423c6a84f5f4d,Z4A1,次卧一开
5441ff47620c07561106dfa81aa3de46,da2a004e2ca6757a00432199d5c708d3,WZA1,二楼主卧网关
e10e2d913ba0522361363fd22344944c,3c83021ac3966cce46388d38e0218a13,Z4A1,E1门口2
84507fa327e3ec0afb5fd5d9c61d9efc,fe1f39b815c315389cb05e365a58cdbc,Z4A1,二楼楼梯
07202d8bc92e711e50d57fc6d74be1d7,c1e790bb2d1520eb5034eefd701a420a,WBA1,语音管家
08904bcb211a71883bf5e836b9b0fcc5,8680c248df0572c6d77cf38e1b823a0d,Z6A2,人体红外
858e43e71ac777ed85fa8f1d956eea41,c2905b9c6eb1c13c42ace5eebff4350f,S4A4,客厅窗帘
56c48893ede810e899e21c911d36ce17,57226ac841025e1611c0ae92446f6fe9,S4A4,主卧窗帘
5f5bb0bf0bd97347db1fb1709ebcdc7f,847840955bb5838b65968a2a3cb33b2c,WAA1,音乐平板
858e43e71ac777ed85fa8f1d956eea41,321d1f75259a8e92668b78c0c115699b,S4A4,次卧窗帘
5441ff47620c07561106dfa81aa3de46,d29b8151dff8c6b3215a066055dfda52,WZA1,一楼客厅网关
b805549770393641c1cba30ec84b39f3,0fe444ce385c09ca42fda0ad2c2160c1,S4A4,平开帘
de380bea392a72404d4e6d3c12f78afc,f41b9fc67111121f345ab3e91a9d3b93,WBA1,语音管家
06a3f972b78f7bfcb7681bfd149677e9,070969f6146589101c615e2f05fac4fa,Z5A2,客厅左窗帘
06a3f972b78f7bfcb7681bfd149677e9,36a09e767389b8e8e7cf440fe15fcae0,Z5A2,客厅右窗帘
ea34cbeb1b1b9eb42e47b947ec343196,7ec3c2857f1823f52cf02d5696c7abb0,WZA3,网关
2fefcdf08918ecbe6726fdb7a2104e97,2f984aef55395663ab92b0a8460f2ea0,Z4A1,主卧右壁灯
a04dfa3a76b0ee2d29d6eac0181aac1e,c2a0c3eac9441729d769de59d9c5951b,Z5A1,卧室纱帘
bcf0780bccc1719ed61b9380352205db,025d5521148a42f0b8fcb6d70b00dafc,Z6A2,人体红外
7b6dd3babb3f87055c83faafa1c2ce1b,377ad43896fb99e13716698a1dd72b5f,S4A4,窗帘
b574f1f32adc697e570fe1d2cc71978a,503054fdb82cfb36db694157eefad5d3,Z4A1,右壁灯
677f757a00eb3a5997be934ee5fe5225,b9b87a03a48efef86d1bd618d028132d,Z4A1,餐厅吊灯
a8ae8109a45938440dcd4f2d6ecac086,3a06a4cdb22727e61e4e84c38e86c528,Z4A1,衣帽间灯
48cee5ecf8a463de950acd1679aa1aee,91f244311c7a4df7f266cb6fb2d33a6f,W2A3,红外宝
bcf0780bccc1719ed61b9380352205db,63e44c809b9029af90c6afed4485fa27,Z8A2,温湿度传感器
958b9d62cbf7f81e04d55942ae5d340a,b244b0ed506d631aa4c5bf35e3556f43,Z4A1,客卧九十窗帘
2a49df82f5ba21d647461d319d63b4e2,bea9f6d5f6cdf5bc01aa270cf63031d9,Z4A1,过道双控
9e1af2c33b8f0fcf35a51db29afeb947,6b42b4d6a1ac61d96b96a77c980d2d98,Z4A1,书房灯
58996bc8552d97e8d0e2a724aa3b774e,a79ff5e5d41fc2863ebfb014758cedbf,Z4A3,一楼吧台三键开关
20a060ad42f1683a8d3f3f3658dad9ff,77a7a5b790d66140209e90ecf4294249,Z4A2,一楼楼梯
20a060ad42f1683a8d3f3f3658dad9ff,6c708f1da389fd09b2ff72ca6b2624e6,Z4A1,保姆房
20a060ad42f1683a8d3f3f3658dad9ff,7d5bf35ee27a2ce9d726b21e7549cfdf,WZA1,一楼主机
8daac51b7fdaad799593a6616eaf430e,0d5a9c951e700c360405fcd1f2dde563,Z4A1,次卧筒灯
953b8d7c98a9c65677bb8d10f87fe55c,6ae905da015c39115a5b12f319f9fc3d,TQA1,好好干
738c0f465079b3566310c0b3b7280140,cbdd7bd9508e7982d454a531924ed70d,Z4A2,影视厅
5bf3bc64a6d18f42eda94c7c4dbd3be4,aa9f6f65175db74ba873f9ee89f5475c,Z4A2,主卧卫生间
14f667ac85e2b3cb94c2fac70017eef2,3ad7fc8df0d5d2efb7b0c0c5482d209f,Z4A1,筒灯
20a060ad42f1683a8d3f3f3658dad9ff,f804d37a2a11e10197250013b8da0f52,Z4A2,双空楼梯灯
20a060ad42f1683a8d3f3f3658dad9ff,8fc4a5b44e4ca11ffeaebce30fefdde6,Z4A3,一楼麻将房
20a060ad42f1683a8d3f3f3658dad9ff,eccabfd13c8a174f3addfecded122249,Z4A2,一楼客厅大灯
c993e2db52c7d9bd1c084daf372fae38,f87153fa13afcef76e5d7b5fd29b39a3,Z4A2,客厅
20a060ad42f1683a8d3f3f3658dad9ff,a36361af6dec3a3ddd9234cfff63efa4,Z4A2,主卧灯带
20a060ad42f1683a8d3f3f3658dad9ff,348db831fc2e4d964e26b05f2f126303,Z4A2,前花园
f7d7359ac15af3de145ef4bb2e4865b7,fcdd3f3886ef7c60273538f635501dfb,Z4A2,门头
20a060ad42f1683a8d3f3f3658dad9ff,fe7294dcdae2d9201395e179d5ab9fa6,Z4A3,餐厅
20a060ad42f1683a8d3f3f3658dad9ff,29df92f3e5c561b514bb8cbbe70ed2b1,Z4A3,一楼客厅
20a060ad42f1683a8d3f3f3658dad9ff,629368deee5104b1dce435d7e6d733cd,Z4A1,换鞋灯
20a060ad42f1683a8d3f3f3658dad9ff,c5cf72eee2ba4a9cad694628c8fdbbf4,Z4A1,左壁灯
5bf3bc64a6d18f42eda94c7c4dbd3be4,a0edc1b0a5dac99b240077e68082eb83,Z4A2,二楼客房1
20a060ad42f1683a8d3f3f3658dad9ff,91002211443254bc4ca501b371959071,Z4A1,主卧阳台
9132219f34a4c4a199abd4f577091000,1852dc3f5b4f4b618a8bb4367b9b9715,Z4A1,厨房灯
62b3dc2de0de62077c3fffc1be436eff,f758cbd11361e14746cbffbfdf2bc4e0,Z5A1,窗帘电机
20a060ad42f1683a8d3f3f3658dad9ff,25bbbccc1831a4b9479ac8d94618ece7,Z5A2,大厅窗纱
43f3b86d37a929ea528989183772011b,3c45257b94ca4b935dbbeea62d9b0b26,Z4A2,客厅
6b34f4bac831c55ad61dfd8299dbcf97,f496984403f9afe82047e75cf28cddfc,WAA1,音乐平板
20a060ad42f1683a8d3f3f3658dad9ff,28438875fd500ddef6fb4fed150735c9,Z5A2,主卧窗纱
20a060ad42f1683a8d3f3f3658dad9ff,1df1faad1b61925d509311bedd5aef3a,Z4A2,后花园
20a060ad42f1683a8d3f3f3658dad9ff,8850fdd6306b6f03bafbaa810cf4d863,Z4A1,保姆房
20a060ad42f1683a8d3f3f3658dad9ff,b572c822ec81f1746ead0193133cddf6,Z4A1,保姆床头
c993e2db52c7d9bd1c084daf372fae38,4f160ecaf9c807d1bff0c20c1236bb48,Z4A2,东院
20a060ad42f1683a8d3f3f3658dad9ff,40416d622584c81f4471c1dc6fd8b6a1,Z4A1,右壁灯
20a060ad42f1683a8d3f3f3658dad9ff,982003aed4ba3bc889c31e774ad05db0,Z4A2,主卧大灯
20a060ad42f1683a8d3f3f3658dad9ff,87deee023ec6e045048ccf5524d3198d,Z5A2,大厅窗帘
20a060ad42f1683a8d3f3f3658dad9ff,d75515b44b6c5e42795c401e08631b9c,Z5A2,主卧窗帘
c35a047c8299c0467dd1d0eeb3ffa5b3,239ba89f1b3f3cbcd45949279b5422e6,NaA1,门锁
b1035621107e90508ad495c15dad2685,10aa70da201e88bf0525f2c5fe9ea46f,S4A4,爸妈屋
f72e0355297e9142c10aa2420edeadc1,b67ef89d0424ea5f97aa396474789875,NaA1,门锁
8a73ac16477aff7f07bc95ef09a5f7c4,64f9e36c7f3c0fded8b28c7c4e228986,WQA4,一楼
0e0d6904156dd02e6ab9609dc6cb6900,6b5bd7e9be618dba3422b59a6c4420a0,NaA1,门锁
6241d5230048c6c86538c031ebeebc16,bfe15507e91fab5c863fedde1a1c1981,Z4A1,走廊灯
b1035621107e90508ad495c15dad2685,77ac2b9c8329c9df1298edb8dd2b138c,S4A4,儿童房
b1035621107e90508ad495c15dad2685,5fb965d82df8f1dae49428abdaeadb4a,S4A4,主卧
20a060ad42f1683a8d3f3f3658dad9ff,54f539be7fe3d21f127d34d43a24b6c7,Z4A1,衣柜大灯
20a060ad42f1683a8d3f3f3658dad9ff,2d5cff390430410238bc8ad56ce73ea7,Z4A1,衣帽间
b1035621107e90508ad495c15dad2685,d78fd00b654a186ea72c684251a0a1d1,S4A4,客厅布帘
393bc4767dbfe5e31372819583b576e7,1a7a3370ac7f158981da0d996a1efc2d,Z4A1,入户灯箱
f29baa6f787c04c46fa2df9003698501,ebccbc310b89e7d8f7b4c89cfcecf90a,S1Aj,三键开关
22d9dcd5c5309e452c9d5cd798a7c558,bad001d0f04416037f369910506ab709,WZA2,一楼网关
d27cfec020c62b48394a05a67349540c,091c99436e34798c82d37b47f41c63f5,Z4A2,客厅新风
aee5ae48a2fe2cd0823593c72a3ad708,cb6a483da611e94fb097fad23e5e5f60,Z4A3,北卧
1dab212501e26c44c0f276d40fdb559c,7c61113c570955f74cea445ccba66d3d,S4A4,主卧纱帘
ff52ebc704fef0b9495e7d268ca9cdb3,6b3378930e408fa04cee5fd4a4cc312a,Z4A1,走廊灯
5efbbf0055405118a0d5a1022acab846,8a0651062b6f99657b5d03852a39e21b,Z4A2,主卧床头灯2
5efbbf0055405118a0d5a1022acab846,dd96daa93c1f605e42ea5394b371a577,Z4A2,石头床头灯
35fa5ae240fbc1ec69621de62862f433,96d3836c939796d6cb3cbbac72c77e47,Z4A2,阳台开关
958b9d62cbf7f81e04d55942ae5d340a,ccaa6d6c2e7ad218f6629d079bc5d8c1,Z4A2,主卧窗帘
e2c3b7ee71d697dd7cd5c0dee5e82f35,f722d73ec2ef8bbda35c56da6ef72e6c,Z4A1,次卧灯
5bf3bc64a6d18f42eda94c7c4dbd3be4,ad65722298f70f34a33e62dd01d50bf0,Z4A2,一楼门厅
1d93f64364b170a3465c46eabf878f3b,135ccd7b2d076526157328f52c001c9a,Z4A2,客厅
d356b1eeeb1e8a29296ce31108cd76c2,da9a5483e5ba7775cb52f4e7cc9f723e,Z4A3,进门开关2
0cca114c6bdcfc64dc1c263afb833e02,03c7f6ace9214b07f5d970ebea47ddfd,Z4A3,一号开关
95d59529e9c086ac56ee6e01727b5063,82f76e257bc08bd88bc304b86c84a454,Z4A3,客厅
5bf3bc64a6d18f42eda94c7c4dbd3be4,0101b352401ac418ef6f6c6110d81d4b,Z4A2,二楼客房2
ad96d62fc8636d386263a6d1ad0b2174,cf4f9445be5870d332fe46a39a221ad7,Z4A1,书房灯
969b5b7509447179b812447ee0e53f32,c473dc5122c6e9508354024e760038b1,Z4A3,玄关三位开关
35dd9b0c0553412518e35250921f9bd4,f35884b9e882109122124ad3e63b58b2,S1Aj,主开关
5bf3bc64a6d18f42eda94c7c4dbd3be4,9477b3cbcd8278e177e37432aad3d53b,Z4A2,二楼老人房2
937a65f3a0e3b3e67cbc1353b21fe9d0,ad3031c58ae56cedca9e189567013a0f,Z4A3,设计室灯光
9132219f34a4c4a199abd4f577091000,234838dfbac0886c7e0317821d96d992,Z4A1,卧室灯
2501dcca9a1341878224a283a10175f6,26b13c2f8b8f9a28acbba9b27d57dd2a,Z4A1,一楼门外灯
43f3b86d37a929ea528989183772011b,fc03a606ca5e261efac5f11cf6543547,Z4A1,吧台灯
aee5ae48a2fe2cd0823593c72a3ad708,5b977149a4f45fba077db5397ce98ac2,Z4A3,一楼走廊
f666b79292f79cdc42013068a8c36c6c,166bb997fd5086a8325cd32aaf5b798d,WZA2,二合一网关
37a89f090232116d239c0a308ec41185,35e32de7952f83674221be7b5e1ed30a,S1Aj,主卧三开
83d4dc9fb2d2b519cbe9fac3ad0144ad,8fc5d6587c790f59884f11957c97de54,Z4A3,次卧1
32621730a834b26540c309c2d2f49768,59577bced0fcd2cc63315350616fcc8d,Z4A1,客卧柜灯
b39309a9750e034971b4fcc98fb8b437,44498636d903ef3450af5e3a0b9642ef,Z4A2,二键开关
d824f34181ad88326704f9d2db0aa67c,12c70c5eb64d172ce6adaa4c55bdee72,Z4A2,二键开关
e12737a36241a3e1de535d56af934982,7ba85be59f498533006656983ec2467e,Z4A1,餐厅大灯
30555cca2fcecfa80327100c6e6a9089,cd4992e13ff6f581a7302ad52a04b63a,Z4A2,大厅吊灯背景灯
8623479798bf873d3cd5df534bc3d586,75502437531b7a1ba941d62e85a82327,Z4A3,主三开
30555cca2fcecfa80327100c6e6a9089,9abf204fb61d03dbe40ee75650578540,Z4A2,大厅灯
ddf541603629c000d0edcd5d2d19e0ec,f601d2bc6dd3705ee2a1ef2db2c293e0,S4A4,儿童房窗帘
ddf541603629c000d0edcd5d2d19e0ec,f93df7edc45d3a49026c9c61cb9cad7e,S4A4,客厅纱帘
ddf541603629c000d0edcd5d2d19e0ec,8c027e741fedd475b0a641d8d589d997,S4A4,客厅窗帘
e55de2eb7e08acf77cb69cf57b383ec6,c39006726444824d517c93abf9f9504b,NaA1,门锁
ddf541603629c000d0edcd5d2d19e0ec,78215fbbcf1187a7e4640d7101806e01,S4A4,次卧窗帘
ddf541603629c000d0edcd5d2d19e0ec,623b477e920ff0f2c6ad276b3fc5d172,S4A4,主卧窗帘
5bf3bc64a6d18f42eda94c7c4dbd3be4,b0e4246792bde1709d7fb9b6a3d154df,Z4A2,一楼茶室
d4181b370b2ad925c511e0c0da0d7ff7,b5d4c44a8ceb322e19c024f5df644951,Z4A3,厨房灯
5bf3bc64a6d18f42eda94c7c4dbd3be4,eaa8717c3d06f07bae5941d72af86296,Z4A2,二楼走廊
fc6a52250d99d878cf1d3de0993371a8,368e2236a96e6ea62d0361ba7d0fcbda,Z4A3,客厅1
aee5ae48a2fe2cd0823593c72a3ad708,6c50b99765e67303328f56e87210fe0b,Z4A3,会客厅
609208b9361fee4f7075703f35a55dfe,9fa9c9a50c15d03414ffe3b1aa5fa09e,Z4A2,北洽谈室二控
5bf3bc64a6d18f42eda94c7c4dbd3be4,65317d1d3b77903b2f6217a37e78c32d,Z4A2,主卧卫生间
5441ff47620c07561106dfa81aa3de46,229e8c4f3ddfccc0178331b2103451b7,Z4A1,厨房灯
b409c3702be6dffed594978fe547d430,15a6410385b33bbb5de9cf9152dea1fc,Z5A2,主卧纱帘
f666b79292f79cdc42013068a8c36c6c,c812ad02d583e4fc58495a9c46bddc2c,WZA2,一楼网关
b409c3702be6dffed594978fe547d430,822dd03ade0d2c44ee51d7833a8ca6ee,Z5A2,少爷房窗帘
3074807a3d2b9d51bc0123903498f6f8,a88af8ed91293ea3165b1df37891bfcd,S4A4,客厅纱帘
b1f35a5236aef70240ee029530d312fe,43e69fbfd57a086d8f22b8023e452e14,TbA4,皇宫帷幕
32621730a834b26540c309c2d2f49768,c60dd8e70b0e8da2dccc41477c718af3,Z4A1,主卫灯带
58996bc8552d97e8d0e2a724aa3b774e,7eea52d3e14551d9c6e0c4e7c8966a79,Z4A3,一楼阳台三键开关
2d97dd71272f0a6da3bd9923f9900dff,91dce6f4811dd65300f2a51541bfee82,Z4A2,厨房灯
b2331d87290f0b46e0198db371b1fc5a,ccb160cd8d7a58822d4426921be270df,WZA2,二合一网关
5bf3bc64a6d18f42eda94c7c4dbd3be4,944476056805aa846822a56df0f43886,Z4A2,三楼-四楼楼梯
58996bc8552d97e8d0e2a724aa3b774e,85a6ca9f728e326dde1b97c96e211b4d,Z4A3,一楼楼梯三键开关
6259fc13612ee84bfcf6908d27ff3f88,e82ca753a8fb8dc1d5ad7d29723ca8c8,Z4A2,餐厅筒灯
269ee64b864b51dcbbd85e3e11650f68,839c38b89a4b3c299137506c82f25f0d,WZA3,一楼网关
e724b4a0b1e4989aa2b99c5b1fb58755,0f77f953d9e46f81dc2fc4799bdf79ae,S1Ah,卧室
c886c9c58aa8906d6bd5edde105db621,808159b7eb7e908fc8f70e1a488468ec,S1Ah,餐厅射灯
4983aacca72670d05a152c79d6c00ea6,11551249834309008c019e9fdb0c0a29,Z4A2,主卧2
6cde6a49084274633193da2673278692,a0791ce3a6da1186dfdbd8da4c255639,Z4A2,主卧开关
96c5635f9bb6815e613bf6fa3cdc9f2d,14e4b59f8852c4924f6da5c983371569,S1Ah,走廊灯
4983aacca72670d05a152c79d6c00ea6,f5c63547c8867eec3e971798b22c6446,Z4A2,厨房
c1a99d8795a5f971c2b10fcfac565a4c,bde79bd4e52b4de65f904f76bcc4e4d3,Z4A2,主卧床头开关
d0c320fddf1d5bf951854bc084f1f264,9a30ee69d6173a4812d73ff82820849e,Z4A2,二楼楼梯玄关
6c1f6de9631a69639c5bf8c543743ea7,495b9d8c868b0e4aebedb9f4bec5f7f4,Z4A3,主卧
5516ab507722416d9b525d666c5fcb36,100ee383bff6f1957720042b979872f2,Z4A2,阳台二键
b763623847210e1d33f3c38b960580cf,4247e6099809838759f2fafece4f5032,Z5A1,窗帘电机
958b9d62cbf7f81e04d55942ae5d340a,8fb44f71231132462d19bb9b5e4890f2,Z4A2,次卧灯
b763623847210e1d33f3c38b960580cf,3084099aa1811df80d9c0e4ff2820975,WZA3,网关
4983aacca72670d05a152c79d6c00ea6,16dad900d604acba3aa651622afef5c8,WZA3,主卧网关
5bf3bc64a6d18f42eda94c7c4dbd3be4,bc2fe38f0679057013cee22d0695aafc,Z4A2,三楼主卧1
4983aacca72670d05a152c79d6c00ea6,a3cbab1e97c5b656ded19499b77e8a59,WZA3,客厅网关
4983aacca72670d05a152c79d6c00ea6,69707a16a5af2ffbc6ab2fc13a146e07,S4A4,次卧遮阳
76c948cc97acd55d9153af297f23076b,973e525b225533931118aa08ecbfadfa,Z4A3,客厅3
4983aacca72670d05a152c79d6c00ea6,78d5807e30583aa640bc02ee289d9767,S4A4,麻将室纱帘
4983aacca72670d05a152c79d6c00ea6,d768bc0706aa4e0cd7b23f8c64d6981e,S4A4,麻将室遮阳
8fa8e483ce3709b2297fbbad8d65be49,c112c5cbd2458e5e7e86b197e7833ca7,S1Ah,儿童房大灯
b17878f7b7b0a78ba955e85115da7f71,a5102b42ea93aca2e8d7104ce77e547d,WZA2,二合一网关
621cde16d0c1a52de47d910bbdf4b50e,b5ede66f607a95d60ccbfb7baf060eff,S1Ah,一楼南卧室灯
f2f765f755734bf1e027373986af6a44,4dc33af0c589e2f93f83dcd2687f5f1e,WQA4,餐厅情景
f415ff798aa6102ed7c2bb4069743d32,d6a0f5fc331e242f0ec65f9e2de3f6db,S1Ah,客厅大灯
677f757a00eb3a5997be934ee5fe5225,ca0c3556625ce1ecc6cb9ea987e964ab,Z4A2,次卧开关
4983aacca72670d05a152c79d6c00ea6,a9d35860aedeff6958b9c4e0c3cce4ac,Z4A2,宝宝房
7a4ebf8bb247fdcca8260e873c748b9a,f35b83ddb5a2ca377611254600c09fc8,WAA1,音乐平板
cfef9d18f34ccd6a411cd62d3b49b4e3,9a09cd5d3c0c071a6d63b900c967b66c,Z4A3,副客厅
4983aacca72670d05a152c79d6c00ea6,e639d0e20e7f1f85c390e8fd319f3f44,S4A4,宝宝房遮阳
4983aacca72670d05a152c79d6c00ea6,88c710f31593030113ab79886f9f0e55,S4A4,次卧纱帘
4983aacca72670d05a152c79d6c00ea6,144f0659b7eb344126f09ac89688c8b0,S4A4,宝宝房纱帘
6cde6a49084274633193da2673278692,7b316950e499fe463cc9a480bbdc942f,Z4A2,餐厅开关
393bc4767dbfe5e31372819583b576e7,88435fe16e9a50a724713e0237ee9c3b,Z4A3,展示区三键
4983aacca72670d05a152c79d6c00ea6,e04308d02b91e73cc0b3901b59dc77c3,S4A4,主卧遮阳
393bc4767dbfe5e31372819583b576e7,e03daa92e61df7cba25d50586d78c041,Z4A3,仓库区
4983aacca72670d05a152c79d6c00ea6,f8e7d92f9f40e660c39041c6c0498f6e,S4A4,主卧纱帘
4983aacca72670d05a152c79d6c00ea6,252ec27b66500965981f924e1ffcd1cc,Z6A2,公卫人体红外
8f2205bdc0b4206aec9e721d7375a67a,2b57a0660c205348784b1310765076ea,WZA3,网关
b819db7d052cf601e353d07cac8185cd,bdcedbf3282a2b31ac7b1b1108c9541f,S1Ah,卧室大灯
f38d7a571dd057cac8466971d1b86dce,a66b59acdf873f4d9075c55a47a4244d,W2A1,红外宝
8876cb8b3ced6636c73f5169d47b51f7,9b37c79e7fbc8a5742b6fcabf9729298,S1Ah,过道灯
881b13224c895e2197db8bb26d3ce995,83f6d2cbf5d6f7bc3057d39e44ec341e,S1Ah,书房大灯
f2f4bafb408c5c27b89e208f0f9bba2c,04b0a8428215469d7e4094bd0da2118e,Z4A2,二键开关
2fefcdf08918ecbe6726fdb7a2104e97,5f8b92f21a75ceded3ac74e57350458b,Z4A2,主卧
269ee64b864b51dcbbd85e3e11650f68,49881db0eeffe763cee49a8f2458a9e4,S4A4,客厅窗帘
e30e96fd93521e576e42f636e3b808d1,4216fae5157f4c15b6bd089c7ff71b6f,Z4A2,三楼厨房
b416df91de4dc18f056e07cab6637459,1bd1fadf19109c9f9d86a5a2f5cc215b,Z5A1,主卧布帘
b416df91de4dc18f056e07cab6637459,b8a18f8b07983a2b3501fcad8bb888a0,Z5A1,客厅布帘
d553acc3a4073be8f5711b8800d7b7fb,31821793bad600666c274e9be82bc80f,WAA1,音乐平板
5efbbf0055405118a0d5a1022acab846,663a880d7ed7f74ed6025b26e7c3685d,Z4A2,格格床头灯1
f3f0a6aeec0140c2c8929394eee73cc8,e4f713e6025dad4f246667a0a4184b31,Z4A2,12
c8c02d51c7e834c0f88799cd8350c5ca,96730afd5070991d9d8b8ecd6e6afa6a,T4A6,烟雾传感器
f7d2234d0d49491d785fd1b5a337337c,8b886f153a5899054613bc8b57e851a2,TaA2,32
f7d2234d0d49491d785fd1b5a337337c,feb6073bef1485898513ea530c3af3ef,TaA2,37
8719a468f4a6ec1d81f5f3a7c2fc8c04,03d34c1a93fd560a77564d590a50c060,Z4A2,卫生间
43f3b86d37a929ea528989183772011b,ea25250982aa6e6120a255e4636c20eb,WZA3,网关
c8c02d51c7e834c0f88799cd8350c5ca,f98bcbfec8b372a656e0471bdaa15051,Z9A2,紧急按钮
677f757a00eb3a5997be934ee5fe5225,b5dd69488b9da9e80a02933a514496e7,Z4A2,主卧阳台开关
09dd7b9385d5e85af59b6a1244cb196e,b53f8b4296b346acffb29628b95b8c8c,S4A4,客厅窗帘
ceb170c001addfa8a9043a1dd12e93cc,8ee81fcb5cf55274f5ffb2471755b86b,Z6A2,大厅
2f0df21956bf21b278662516c5a64343,5f172b54c995b3b2d9927a0c5336ef78,Z4A3,展示区三位
ceb170c001addfa8a9043a1dd12e93cc,034c6efa5ef86942648128ee7f7627cc,S4A4,平开帘
96c5635f9bb6815e613bf6fa3cdc9f2d,dcf4fef3dbab75cd1166a418b472a275,Z4A3,门厅
76c948cc97acd55d9153af297f23076b,876939a68cd71b36f64136e86073471d,Z4A3,客厅2
43f3b86d37a929ea528989183772011b,1c41399d6466abfc2dd0dc2b8db3f98f,WZA3,网关
f7d2234d0d49491d785fd1b5a337337c,0ff76eb36f3ba92b6d22788338649529,TaA2,31
979b32e53700f8fb7374b312ad94b3cc,92bc1c739f213b343cd0805e49a70910,Z5A1,客厅窗帘
269ee64b864b51dcbbd85e3e11650f68,4ed571fb47dc38b8ece266d09814a5e5,S4A4,客厅纱帘
